Date,Adj Close,Volume
2019-03-20,44.31278991699219,2350800.0
2019-03-21,43.5831413269043,1764700.0
2019-03-22,43.24501037597656,844700.0
2019-03-25,43.73441696166992,440900.0
2019-03-26,43.46746826171875,504700.0
2019-03-27,44.57972717285156,1788600.0
2019-03-28,45.247100830078125,585400.0
2019-03-29,45.9411506652832,1769000.0
2019-04-01,47.6051025390625,19663400.0
2019-04-02,50.05209732055664,17414200.0
2019-04-03,50.61267852783203,15066200.0
2019-04-04,53.130855560302734,13309200.0
2019-04-05,50.933013916015625,17000800.0
2019-04-08,50.852935791015625,10764600.0
2019-04-09,50.06989669799805,9179900.0
2019-04-10,49.571598052978516,9081900.0
2019-04-11,48.841949462890625,7346100.0
2019-04-12,51.876220703125,9281700.0
2019-04-15,51.413509368896484,5727300.0
2019-04-16,52.05418014526367,6681600.0
2019-04-17,51.894012451171875,6420700.0
2019-04-18,51.40462112426758,5178800.0
2019-04-22,51.51139450073242,4401700.0
2019-04-23,51.2889404296875,5687200.0
2019-04-24,49.81184387207031,5431300.0
2019-04-25,49.23346710205078,6260500.0
2019-04-26,49.16228103637695,4009800.0
2019-04-29,49.384735107421875,5935200.0
2019-04-30,50.47920608520508,6454100.0
2019-05-01,49.94532012939453,7644400.0
2019-05-02,46.89326095581055,13932700.0
2019-05-03,47.427146911621094,7401700.0
2019-05-06,47.56951141357422,6089500.0
2019-05-07,47.1157112121582,7330800.0
2019-05-08,46.69749450683594,5390700.0
2019-05-09,47.09791564941406,4579700.0
2019-05-10,47.22248458862305,4758100.0
2019-05-13,45.33607864379883,4213100.0
2019-05-14,46.69749450683594,4204500.0
2019-05-15,47.1157112121582,2928700.0
2019-05-16,47.142398834228516,3689700.0
2019-05-17,45.202606201171875,4440800.0
2019-05-20,44.56193542480469,5168400.0
2019-05-21,45.05134201049805,4968400.0
2019-05-22,44.6776123046875,3019100.0
2019-05-23,43.342891693115234,4919200.0
2019-05-24,43.77889633178711,2918900.0
2019-05-28,43.20941925048828,6613000.0
2019-05-29,43.342891693115234,3525900.0
2019-05-30,43.7581787109375,3777600.0
2019-05-31,42.21440505981445,3396900.0
2019-06-03,43.29774475097656,5905200.0
2019-06-04,45.07624435424805,7043000.0
2019-06-05,45.44639205932617,6413300.0
2019-06-06,46.096397399902344,6228100.0
2019-06-07,46.31306457519531,5391100.0
2019-06-10,46.60195541381836,5434400.0
2019-06-11,46.98113250732422,5144300.0
2019-06-12,47.38739013671875,3103900.0
2019-06-13,47.73946762084961,4179800.0
2019-06-14,46.177650451660156,3919300.0
2019-06-17,44.55261993408203,5787300.0
2019-06-18,44.787353515625,5014200.0
2019-06-19,43.785255432128906,5404000.0
2019-06-20,44.173458099365234,4228300.0
2019-06-21,43.658870697021484,9478500.0
2019-06-24,44.76027297973633,4602300.0
2019-06-25,44.85957336425781,4005200.0
2019-06-26,45.54568862915039,5244400.0
2019-06-27,45.960975646972656,4097200.0
2019-06-28,44.516517639160156,6507400.0
2019-07-01,45.28388595581055,4641700.0
2019-07-02,44.5977668762207,4725800.0
2019-07-03,44.534568786621094,2479400.0
2019-07-05,44.516517639160156,2529800.0
2019-07-08,43.80331039428711,5936000.0
2019-07-09,43.21650314331055,4967400.0
2019-07-10,42.927608489990234,3507400.0
2019-07-11,43.135250091552734,4202000.0
2019-07-12,44.87763214111328,4328400.0
2019-07-15,45.97903060913086,4923800.0
2019-07-16,47.23390197753906,6011200.0
2019-07-17,46.58390426635742,4417500.0
2019-07-18,46.719322204589844,3620300.0
2019-07-19,46.511680603027344,3221500.0
2019-07-22,45.933895111083984,2814900.0
2019-07-23,47.50474548339844,4387700.0
2019-07-24,47.65821838378906,3516400.0
